🐦️｜满天星悦来开心/星星影视,#genre#
第二,https://alimov2.a.kwimgs.com/upic/2022/08/11/16/BMjAyMjA4MTExNjI4NTZfODE5MDU2ODA2XzgxNTU1NzgyMzMxXzBfMw==_b_Bc80be2e8edff26c3bd0e760da49a3d1e.mp4?tag=1-1700051043-unknown-0-wif4olwa3p-f3e011dd50f07d4a&clientCacheKey=3xm2ft6qnme3s4w_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
第三,https://alimov2.a.kwimgs.com/upic/2022/08/12/01/BMjAyMjA4MTIwMTEyMzJfODE5MDU2ODA2XzgxNTk2NDg5NTQ4XzBfMw==_b_B4c21884cfd288ae3bcc72afc87042712.mp4?tag=1-1700051151-unknown-0-jywcbnlhxu-fa59b7710e2133bc&clientCacheKey=3xwxqhhrbi96rq6_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
第四,https://alimov2.a.kwimgs.com/upic/2022/08/13/11/BMjAyMjA4MTMxMTQ1NTJfODE5MDU2ODA2XzgxNzAwNzM4MDc1XzBfMw==_b_Bc42347e436bcd91a6308d9823e8fa0d1.mp4?tag=1-1700051236-unknown-0-4wgidvqqiu-6c9cfb10265acafd&clientCacheKey=3xpse85u8a86vm2_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
5,https://txmov2.a.kwimgs.com/upic/2022/08/14/11/BMjAyMjA4MTQxMTIyMThfODE5MDU2ODA2XzgxNzgzNzMzMDYxXzBfMw==_b_B2150025880b98826fcda57422d1c4415.mp4?tag=1-1700051348-unknown-0-2n8skbqf7y-f966cdd437866add&clientCacheKey=3x5bnuzgqxa5y3u_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
6,https://alimov2.a.kwimgs.com/upic/2022/08/15/11/BMjAyMjA4MTUxMTM3MTBfODE5MDU2ODA2XzgxODY5MjAzNTYxXzBfMw==_b_B11a8dcabae84fac7c9f395956efbede5.mp4?tag=1-1700051456-unknown-0-kumirf5az5-d2ba9300b2dafc25&clientCacheKey=3x56g6kr662dsaa_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
7,https://txmov2.a.kwimgs.com/upic/2022/08/16/16/BMjAyMjA4MTYxNjQ4MTZfODE5MDU2ODA2XzgxOTc1MDAyNzgyXzBfMw==_b_B515971b7459634b93b27f58670cefdd8.mp4?tag=1-1700051515-unknown-0-wadxawq8hz-fe02def08d9581c1&clientCacheKey=3xcb9nrjfwe3ihw_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
8,https://alimov2.a.kwimgs.com/upic/2022/08/17/16/BMjAyMjA4MTcxNjI1NDVfODE5MDU2ODA2XzgyMDU0NzE3MjQzXzBfMw==_b_Bb2a7a6afeeb49bde60c6637e3e497a45.mp4?tag=1-1700051587-unknown-0-krn2uvb96g-cd7d8c242b274bd2&clientCacheKey=3xwn532ushg4tsc_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
9,https://txmov2.a.kwimgs.com/upic/2022/08/18/14/BMjAyMjA4MTgxNDAwMTBfODE5MDU2ODA2XzgyMTI1OTA1Mjc4XzBfMw==_b_B2230671c71fefa6a482ca91d5951dd9a.mp4?tag=1-1700051646-unknown-0-sngo0rwp0w-a8e288ad99325ac9&clientCacheKey=3x7g5qzavniidcs_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
10,https://txmov2.a.kwimgs.com/upic/2022/08/20/11/BMjAyMjA4MjAxMTQyMjNfODE5MDU2ODA2XzgyMjc5Njg5MzE5XzBfMw==_b_B528207792441f5a88bebacadb6475f99.mp4?tag=1-1700051741-unknown-0-inr87lvwr4-dfaad39192e86acd&clientCacheKey=3xfbs4jsmjeipgi_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
11,https://alimov2.a.kwimgs.com/upic/2022/08/23/13/BMjAyMjA4MjMxMzQ3MjVfODE5MDU2ODA2XzgyNTMzOTIwODEyXzBfMw==_b_Bc7dfb1f7eddfe29da31d7c03048cbd08.mp4?tag=1-1700051808-unknown-0-k6baqb5chi-b9f24bf0ebfc2ef3&clientCacheKey=3xbgacc93azn65q_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
12,https://alimov2.a.kwimgs.com/upic/2022/08/25/16/BMjAyMjA4MjUxNjAyMThfODE5MDU2ODA2XzgyNzAzNzA5MDc4XzBfMw==_b_B6541796da07e6434dc0caa5723891401.mp4?tag=1-1700051959-unknown-0-axi00d4cj2-b239e58459c9bf86&clientCacheKey=3xwuvjthrrinbpk_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
13,https://alimov2.a.kwimgs.com/upic/2022/08/27/10/BMjAyMjA4MjcxMDMzMjVfODE5MDU2ODA2XzgyODQwNTczMDE5XzBfMw==_b_B74022fcfcbafdaad327c209cf5652808.mp4?tag=1-1700052027-unknown-0-txj8enrwo9-28d5d7376c2fe792&clientCacheKey=3x2a8x979p83ag9_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
14,https://alimov2.a.kwimgs.com/upic/2022/08/30/14/BMjAyMjA4MzAxNDQxMTZfODE5MDU2ODA2XzgzMDk2NDAxMDYyXzBfMw==_b_B271886a765b7be5ee2974f4bb47889c1.mp4?tag=1-1700052072-unknown-0-kbo7nvbxcg-8326e9b32f2c8d6d&clientCacheKey=3xiymkadsmua8qa_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
15,https://txmov2.a.kwimgs.com/upic/2022/09/01/16/BMjAyMjA5MDExNjAwNTNfODE5MDU2ODA2XzgzMjQzMjE1NzA2XzBfMw==_b_Bbb9482a5229cce53cd8986e49906e506.mp4?tag=1-1700052161-unknown-0-jsapnob1uu-ccf1ca508887b3fe&clientCacheKey=3xavpyga5qnj74c_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
16,https://alimov2.a.kwimgs.com/upic/2022/09/03/11/BMjAyMjA5MDMxMTAyMTBfODE5MDU2ODA2XzgzMzY0MTg2OTkxXzBfMw==_b_Bedef7f3ed5b4ef0a5761f2fc8b0fb22b.mp4?tag=1-1700052209-unknown-0-u0djticrd1-6e1278621698adff&clientCacheKey=3xfua97reb8wxcm_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
17,https://alimov2.a.kwimgs.com/upic/2022/09/06/14/BMjAyMjA5MDYxNDExMjFfODE5MDU2ODA2XzgzNTkxOTIyNjQzXzBfMw==_b_Bed3703cce0fc1393a27757240306ba95.mp4?tag=1-1700052270-unknown-0-sicfzoz4ai-82e326917051a37d&clientCacheKey=3xgjai6vvgfugwc_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
18,https://alimov2.a.kwimgs.com/upic/2022/09/06/14/BMjAyMjA5MDYxNDIyMjFfODE5MDU2ODA2XzgzNTkyNDcwMjMyXzBfMw==_b_B2fdd2e9a62c62800d5ee12db6695eb4e.mp4?tag=1-1700052329-unknown-0-fbvdvicg2u-ddaab07099351d6c&clientCacheKey=3xmsgfvwaq52it2_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
19,https://alimov2.a.kwimgs.com/upic/2022/09/10/11/BMjAyMjA5MTAxMTI2MDNfODE5MDU2ODA2XzgzODYwNDUwNTM5XzBfMw==_b_B00b6f2c60e967189ea179c75ebd94053.mp4?tag=1-1700052375-unknown-0-ardmpihdlh-2d7f04906657c20f&clientCacheKey=3xwp2utmk4uqmuw_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
20,https://txmov2.a.kwimgs.com/upic/2022/09/13/15/BMjAyMjA5MTMxNTU2MjFfODE5MDU2ODA2Xzg0MTM2NzU2Mjk5XzBfMw==_b_B942644d667710395042c17d30715499e.mp4?tag=1-1700052426-unknown-0-wrql1jerug-46a6a895ab1cffdd&clientCacheKey=3xht4wx2xs9ctrm_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
21,https://txmov2.a.kwimgs.com/upic/2022/09/15/16/BMjAyMjA5MTUxNjAxMjRfODE5MDU2ODA2Xzg0MjYzMzkzMjAzXzBfMw==_b_B99de2666ed486558d0727903406280d7.mp4?tag=1-1700052478-unknown-0-vjcotqghh3-e37f1db647dcd939&clientCacheKey=3x5hyqktiq6zqsm_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
22,https://txmov2.a.kwimgs.com/upic/2022/09/17/10/BMjAyMjA5MTcxMDU5NDdfODE5MDU2ODA2Xzg0MzgyODcxMTE0XzBfMw==_b_B0b5dfdb155c9e2b86e0bced5235e5e1b.mp4?tag=1-1700052521-unknown-0-m4srcqkzfa-f66196d4e50e4b91&clientCacheKey=3xj4r7sfr92txhc_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
23,https://alimov2.a.kwimgs.com/upic/2022/09/20/16/BMjAyMjA5MjAxNjEwMTdfODE5MDU2ODA2Xzg0NjE5ODI5NjkyXzBfMw==_b_B16b4d4175c627d5eb36280a5aca204cc.mp4?tag=1-1700052615-unknown-0-ensyxuiyyj-a5ff1b009d5e21b2&clientCacheKey=3x324bxktptt884_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
24,https://alimov2.a.kwimgs.com/upic/2022/09/22/15/BMjAyMjA5MjIxNTA1MzFfODE5MDU2ODA2Xzg0NzQ1NTE0Mjk4XzBfMw==_b_Bdb779badd8341b435d65a8588829e940.mp4?tag=1-1700052650-unknown-0-4e4bi0qb4u-d6c158bee17c8c97&clientCacheKey=3xmxwtt2ye6vvnu_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
25,https://alimov2.a.kwimgs.com/upic/2022/09/22/15/BMjAyMjA5MjIxNTE3MjNfODE5MDU2ODA2Xzg0NzQ2MTEyNDIyXzBfMw==_b_B219b47aa61fe08c9dbfa4c12b860132f.mp4?tag=1-1700052711-unknown-0-bt9vnrmizt-a8490d0ec172a077&clientCacheKey=3xyaxbb95hq58h4_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
26,https://alimov2.a.kwimgs.com/upic/2022/09/27/02/BMjAyMjA5MjcwMjA5MzNfODE5MDU2ODA2Xzg1MDgzNzExNDc1XzBfMw==_b_B30584eed7abde09722345a7fbc5fa48e.mp4?tag=1-1700052771-unknown-0-6nq0yo7nbk-50f261b85743aa50&clientCacheKey=3xkj8ygqijuuh56_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
27,https://alimov2.a.kwimgs.com/upic/2022/09/29/00/BMjAyMjA5MjkwMDEyNThfODE5MDU2ODA2Xzg1MjA4MDUwNjMyXzBfMw==_b_B780210189017d7a38b4695c1b28d1caf.mp4?tag=1-1700052920-unknown-0-nd2ypdaybf-c30da54d2b45bc9e&clientCacheKey=3xmgfmmj56p59iu_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
28,https://alimov2.a.kwimgs.com/upic/2022/10/01/23/BMjAyMjEwMDEyMzU4NDZfODE5MDU2ODA2Xzg1NDU1NDI1OTEwXzBfMw==_b_Bbccd7d645ed06a3fbec64a7ea1232669.mp4?tag=1-1700052962-unknown-0-qfqxpbyzc8-c013336b12229fab&clientCacheKey=3xy4us9pwwx6yyk_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
29,https://txmov2.a.kwimgs.com/upic/2022/10/02/00/BMjAyMjEwMDIwMDA1NTJfODE5MDU2ODA2Xzg1NDU1Nzk5NjYyXzBfMw==_b_B8b13fb0386795dc3318feb6c2909d92a.mp4?tag=1-1700053012-unknown-0-suhffeqlxb-015a282466dedb73&clientCacheKey=3x43szk8uvcd2ak_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
30,https://txmov2.a.kwimgs.com/upic/2022/10/04/14/BMjAyMjEwMDQxNDI1NTZfODE5MDU2ODA2Xzg1NjgyMzIyMTYyXzBfMw==_b_B2ebcf2cb87aabb861c22180511ec9327.mp4?tag=1-1700053053-unknown-0-ptfa0qoz6l-81d72cb8cf0a6e62&clientCacheKey=3x8vgsi7bsx6qbm_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
31,https://alimov2.a.kwimgs.com/upic/2022/10/04/14/BMjAyMjEwMDQxNDM0MjZfODE5MDU2ODA2Xzg1NjgyOTk0Njg5XzBfMw==_b_B8329d2d02b913f274e199eed31612ef3.mp4?tag=1-1700053089-unknown-0-ng7doh0ssk-7771971839a72988&clientCacheKey=3xe88nkbc7n2rwc_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
32,https://txmov2.a.kwimgs.com/upic/2022/10/04/14/BMjAyMjEwMDQxNDM5NTlfODE5MDU2ODA2Xzg1NjgzNDMyNjE2XzBfMw==_b_Bc2dd11cae952c8057a261326c91434f5.mp4?tag=1-1700053126-unknown-0-ynszv0yxil-69b320eb9735e292&clientCacheKey=3xadyuf9pqxskya_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
33,https://v4-vod.kwaicdn.com/bs3/video-hls/5200813227144151546_hlsb.m3u8?ftt=R&pkey=AAVYJfh7jYdGjUBgRFPPUak_YARtp2uCMR9fVhWhLWNcI2CDm11eqF4PjttlAoROTf_XNLoQeepbK7x2Qd9LPwHPAqvG9ZOul1gItDCRA231pImXGFtd9Zzv95Hs9LfcrRc&ss=vp
34,https://v4-vod.kwaicdn.com/bs3/video-hls/5217701733202001401_hlsb.m3u8?ftt=R&pkey=AAVE_lW3nAWHkQqImjkDwMJNuatztOVl4S9spHjvGDNDGcjm1pK7Lwp8PxhGmHu1VgiwIsrBbyHdu9EHrzUEWcpc5HrZo_ZltutKNx37JSDEvD2a75WZw9giAVsmQoZNsms&ss=vp
35,https://txmov2.a.kwimgs.com/upic/2022/10/13/16/BMjAyMjEwMTMxNjM2NTJfODE5MDU2ODA2Xzg2MzUwNjMzMjg0XzBfMw==_b_B6f7172ec0647ee5c128985c002293bb5.mp4?tag=1-1700053385-unknown-0-v9utzpu5cx-f9382a9f9b22b84e&clientCacheKey=3xvnzd6vsfzxhku_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
36,https://v2-vod.kwaicdn.com/bs3/video-hls/5251197252966574228_hlsb.m3u8?ftt=R&pkey=AAVOgWpVFbCGA38YkIHemrC3cc4pJgUHkRyjsYq7cPsQv-OrS493A-88zqiKZL7QFuUvRx6pEt1tf7D7mg5MCy_j2RWQVgK1E4znB2Tu8jm6smrHB-IDiV1O5OoL4PZiI1c&ss=vp

🍥《你的名字》动漫电影,#genre#
HD中字,https://vip.lzcdn2.com/20220320/142_f4aff3f7/index.m3u8

🍔美食频道,#genre#
云南省草芽米线,https://vdse.bdstatic.com//dac736793e5028e8a541d5e17e408cad.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-01-10T13%3A09%3A01Z%2F-1%2Fhost%2F3521f9c0d09e7da973c786f3bb11a66a161cba2fc4eb667748cb8ae7201244d8
云南玉溪烤鸭,https://vdse.bdstatic.com//76ec0000215768db3f60f1c8fdb2fb2e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-01-11T21%3A45%3A49Z%2F-1%2Fhost%2F9b592f3634d08a1ba5c5f4e873f08f16309f7a016860eb85b4d3d2ea7881ff37
100元在福州能买到多少海鲜？,https://vdse.bdstatic.com//10c63b49ff938ebdcc1c16061921c826.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-01-11T21%3A14%3A34Z%2F-1%2Fhost%2F76001fff4e415f83c9e620d33d07b4eccb3e578bc8d0d09b91f1e57e8fa82b75
福建省蝉鸣荔枝红,https://vdse.bdstatic.com//4f1d6ce54001d0eff953763f1aa456b5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-01-11T21%3A14%3A34Z%2F-1%2Fhost%2F5b8b47961c3bd4e97b55d2ecf543dd9874dad30e3931acf3a65727b7cc0a5b90
福建馄饨,https://vdse.bdstatic.com//1f5d939931ffe56622bf2b0e6cf4c6fb.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-01-11T21%3A14%3A34Z%2F-1%2Fhost%2Fd1708992f58d9497f0eee51ca8007ce38d32c79ab2e97627a61757a09951fe5e
原味九转大肠,https://vd3.bdstatic.com/mda-pc4dprnm46hs7fd2/sc/cae_h264/1678009546180051476/mda-pc4dprnm46hs7fd2.mp4?pd=19&vt=1
马未都 观复嘟嘟 古代人吃什么1,https://vdse.bdstatic.com//74bb9944aaef45821e61dcb09d2314c1.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-02-11T17%3A32%3A46Z%2F-1%2Fhost%2F5e16c85f26609af56561a02697ac5d0396075473ad465c30dd7326de60d80eef
马未都 观复嘟嘟 古代人吃什么2,https://vdse.bdstatic.com//9348c912a20e18103a728840a78e7af1.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-04-24T16%3A29%3A01Z%2F-1%2Fhost%2Fcba31297717097c2e07ccf044412506ea6c94f9c5937f420b498ce5a05eb48ea
中国有好菜节目20231206,https://v.cdnlz18.com/20240111/9143_50bce337/index.m3u8
中国有好菜节目20231213,https://v.cdnlz18.com/20240111/9142_d793dae8/index.m3u8
中国有好菜节目20231220,https://v.cdnlz18.com/20240111/9141_bdf7df39/index.m3u8
中国有好菜节目20231227,https://v.cdnlz18.com/20240111/9140_d0d2728e/index.m3u8
中国有好菜节目20240103,https://v.cdnlz18.com/20240111/9139_216a4e64/index.m3u8
中国有好菜节目20240110,https://v.cdnlz18.com/20240111/9138_f209f20a/index.m3u8
中国有好菜节目20240117,https://v.cdnlz13.com/20240117/23138_6f180700/index.m3u8
中国有好菜节目20240124,https://v.cdnlz13.com/20240125/23500_ea18f08e/index.m3u8
中国有好菜节目20240131,https://v.cdnlz13.com/20240201/23804_a07f1c75/index.m3u8
我的美食向导节目第一期,https://hnzy.bfvvs.com/play/Ddw6BKmb/index.m3u8
我的美食向导节目第二期,https://v.gsuus.com/play/xe7qll1b/index.m3u8
我的美食向导节目第三期,https://v.gsuus.com/play/6dBM6kxb/index.m3u8
我的美食向导节目第四期,https://v.gsuus.com/play/xboBmVka/index.m3u8
我的美食向导节目第五期,https://hnzy.bfvvs.com/play/qaQljBGe/index.m3u8
我的美食向导节目第六期,https://v.gsuus.com/play/negO8Gje/index.m3u8

🏮3.15报道,#genre#
河南2024.3.15回看（大象新闻）,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_17596417938195_9074440231/merged_1710513066689_761516_20_27489.m3u8
四川2024.3.15回看（四川观察）,https://live.video.weibocdn.com/29dc2af4-c862-4702-bbf8-6cb63885e7be_index.m3u8
北京2024.3.15回看（第七届诚信北京315晚会）,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_1096736198_7189930224/merged_1647349072566_69867_20_8840.m3u8
广东2024.3.15回看（广东经济科技频道）,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_1386886203_9072137384/merged_1710422346229_219649_20_4796.m3u8
2024.3.15晚会实时解读（打假人王海、知名律师揭秘商家套路）,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_4120749171_9075443000/merged_1710513546453_687907_11832_16658.m3u8
央视2024.3.15回看（CCTV2财经频道）,https://vdse.bdstatic.com//34a085767d7e6f7c5b8dcba0edabec6b.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-16T02%3A17%3A02Z%2F-1%2Fhost%2F248578f7843a8435592424b0b96305f34ab9c5761790749e7b9aade3dc5889f1

🎶音乐K歌频道,#genre#
故梦（歌曲）,https://vdse.bdstatic.com//5c3ed71af98cc3a6d07835127b35c05f.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-02T02%3A34%3A58Z%2F-1%2Fhost%2F0320ad334baa9210877fdee3cf0cd675ecad45279074e76b845d4018c0372862
故梦–（歌曲）,https://vd3.bdstatic.com/mda-qcgtq31smu7qaf3r/sc/cae_h264/1710704324965307739/mda-qcgtq31smu7qaf3r.mp4?v_from_s=bdapp-landingpage-api-hna
故梦（伴奏）,https://vdse.bdstatic.com//ff170f6d471b4834541ba1ae77d3816a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-02T23%3A55%3A16Z%2F-1%2Fhost%2F5c044f6dc885d62009653042c60bc1c8fd854ea87e9d21815c2bd9892ffc5ed4
清明上河图（歌曲）,https://vd3.bdstatic.com/mda-jd8h8zh5n699zjcb/hd/mda-jd8h8zh5n699zjcb.mp4?pd=19&vt=1
清明上河图（伴奏）,https://vdse.bdstatic.com//513698429289a0c91e1effab8e13711c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T13%3A02%3A12Z%2F-1%2Fhost%2Ffcb09c9e8434f7174c87b6a1c30c92cab1ad132e4baa19c6bcf556c8a0255c05
这世界有那么多人（歌曲）,https://vd2.bdstatic.com/mda-qcjsk0hvyctsv3sy/sc/cae_h264/1710960799647565139/mda-qcjsk0hvyctsv3sy.mp4?v_from_s=bdapp-resbox-hnb
这世界有那么多人（伴奏）,https://vdse.bdstatic.com//412480cacb0b2ca94d6b86dee67c94c6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-20T12%3A28%3A32Z%2F-1%2Fhost%2Fffc49ee16b2534e91e98348739a7fc6b3e921951a8475f2e6a227b3f97a4c61d
新贵妃醉酒（歌曲）,https://vdse.bdstatic.com//6425039032d933cc854aeb6a31ad3005.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T14%3A16%3A33Z%2F-1%2Fhost%2Fe3dfe425330efa5b47cf136ab2052f02a2d7c67b3d57146cd15aa26575a966e1
新贵妃醉酒（伴奏）,https://vdse.bdstatic.com//825006038d582126984c581502e65751.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T14%3A15%3A00Z%2F-1%2Fhost%2F4a5131b199c4c3f4cb633412ce69195714915b44be2b9f1bb9e4838fb281b74d
武家坡（梦大仙xx / 小彦同学 remix/歌曲）,https://vd2.bdstatic.com/mda-qch4rifj4xxqb237/sc/cae_h264/1710732944508209393/mda-qch4rifj4xxqb237.mp4?v_from_s=bdapp-bdappcore-feed-hnb
武家坡（伴奏）,https://vdse.bdstatic.com//03ef831a675eb99a73b242365c0bb43b.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T14%3A15%3A00Z%2F-1%2Fhost%2Ff25ecec7e605a8864e328d0cdba14509de0e32c24d8767498db6e6b0d754c77f
偏爱（歌曲）,https://vdse.bdstatic.com//93378a2b6495a63a8e3ca961dcad7562.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T14%3A49%3A13Z%2F-1%2Fhost%2Fc410ee94220ff6868324c2384a2151f0e48930c45ccb4491c11a2ef218392794
偏爱（伴奏）,https://vdse.bdstatic.com//1e7c060c676b9a8c909b91171d1e7d53.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-03T11%3A04%3A17Z%2F-1%2Fhost%2Fd0e683076b38d9324ee4c262b8fd1e42d95b62d5d0009819728c935f1c5d9e87
来生缘（歌曲）,https://vdse.bdstatic.com//81359d570d53dd6ebd7659761fd904a6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T14%3A49%3A13Z%2F-1%2Fhost%2F101be0507fba333d7a629bf093ca28ca303effd763a2bddebb5946e934b0a8fa
来生缘（伴奏）,https://vdse.bdstatic.com//bfbd3f613ee30c704592070fa2295e4e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T12%3A31%3A39Z%2F-1%2Fhost%2Fd137718c92c25756563f9be59bca14c921e2052f214de7b8e61308d781880db5
如果天有情（歌曲）,https://vdse.bdstatic.com//0556bc9725229056646b4769566e8e63.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-04T22%3A36%3A04Z%2F-1%2Fhost%2Fac3e7d4c7f7453356247021305ecc4257a355e6fc518cfe6a3d5bf4e32c40a66
如果天有情（伴奏）,https://vdse.bdstatic.com//1fe9454d84ebc84af5d19d4e7fb17653.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T11%3A04%3A19Z%2F-1%2Fhost%2F2e6410bdfce9352c319c33014115385f2cf66dd3687ab4cd1912d2fa80d60673
爱不完（歌曲）,https://vd3.bdstatic.com/mda-pg46epu07d6yt925/576p/h264/1688531574150146191/mda-pg46epu07d6yt925.mp4?pd=19&vt=1
爱不完（伴奏）,https://vdse.bdstatic.com//68a9a7bd2642d3faa95d7b1e0628b02a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T14%3A45%3A52Z%2F-1%2Fhost%2F2cddd6e33f08adf038a0cdc58a15f05b62d051e14b353b797a3e8c6debfe392d
我和我追逐的梦（歌曲）,https://vd3.bdstatic.com/mda-pfg6h932w2pesivk/hd/cae_h264/1686977789865189506/mda-pfg6h932w2pesivk.mp4?pd=19&vt=1
我和我追逐的梦（伴奏）,https://vdse.bdstatic.com//234ddaf751c0ef6ae36b488146f96eeb.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T09%3A37%3A20Z%2F-1%2Fhost%2F6608f01c07c36fb5b298dee73253bb3e7d762f4da79016ffb56a54f8bf0424ba
迟来的爱-金润吉（歌曲）,https://vdse.bdstatic.com//a42c5827b3e690ded07793014356196b.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T13%3A32%3A32Z%2F-1%2Fhost%2Fe48b6e8062b1cb4a890aef75d3581e39402881d5c24fb6e14ee7504560a28880
迟来的爱-金润吉（伴奏）,https://vdse.bdstatic.com//c55506fcf3eca83f5fd30ef930fa19c8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T15%3A05%3A39Z%2F-1%2Fhost%2F93c29392be1bff1adedc5132db4913cdc79e4fc4786437b001c784a400ed188a
偷心（歌曲）,https://vdse.bdstatic.com//1b4eb3f618ecc27732a9c389938f651d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T13%3A48%3A21Z%2F-1%2Fhost%2F54a9b7429ed0f0cb9d8b0f4f7b70952c7add2a5731025f091fce389a47647dc3
偷心（伴奏）,https://vdse.bdstatic.com//ad3dc63f41cfd761f2096e2922c14008.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T15%3A02%3A11Z%2F-1%2Fhost%2Fb46979f5e61e4f7876e0dfbfc8622df3574d2cb9950dc8bfe4f4741943095a2d
慢慢（歌曲）,https://vdse.bdstatic.com//03c1a01599df8d6a2ba1233a50d981b4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T12%3A30%3A21Z%2F-1%2Fhost%2F927cf0f2653019dc7f47ddc2a693d17e0bee3ab14dc7a7b4311c0b88fbf8ffde
慢慢（伴奏）,https://vdse.bdstatic.com//a7e1eceb4b68aed74278c3431f7d4f1b.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T13%3A02%3A12Z%2F-1%2Fhost%2Fbf03ecb598bc6f9a67b2e02be53607c08783278b13c59d187f443ae084e3fff5
